"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28063","Login, buy products, and logout","chromium","2025-12-23","passed","2025-12-23","","buy-products.spec.ts","",""
